"pmid","auth_id","affiliation","source","identifier"
"23939754","(23939754,1)","Department of Obstetrics and Gynecology &apos;&apos;L. Mangiagalli&apos;&apos;, Fondazione IRCCS Ca&apos;&apos; Granda, Ospedale Maggiore Policlinico, Milan, Italy.",NULL,NULL
"23941496","(23941496,1)","Latvian Biomedical Research and Study Centre, Riga, Latvia.",NULL,NULL
"23952580","(23952580,1)","Department of Obstetrics and Gynecology .",NULL,NULL
"23956244","(23956244,1)","Genomics Division, Seribiotech Research Laboratory, Carmelaram Post, Kodathi, Bangalore, 560035, Karnataka, India.",NULL,NULL
"23959503","(23959503,1)","Department of Gastroenterology, Universit&Atilde;&Acirc; Politecnica delle Marche, Ancona, Italy.",NULL,NULL
"23963973","(23963973,1)","Department of Neurology, Mayo Clinic, 4500 San Pablo Road, Jacksonville, Florida, 32224, USA.",NULL,NULL
"23982995","(23982995,1)","AP-HP, H&Atilde;&acute;pital Cochin, Service de Cardiologie, Paris, France; Universit&Atilde;&copy; Paris Descartes. Facult&Atilde;&copy; de M&Atilde;&copy;decine Paris Descartes, Paris, France.",NULL,NULL
"23986014","(23986014,1)","Cant&Atilde;&sup3;n Grande 5, Apt 1 &Acirc;&middot;E, 15003 A Coru&Atilde;&plusmn;a, Spain, juanmanuel.seoane@usc.es.",NULL,NULL
"23987820","(23987820,1)","Department of Leukemia, The University of Texas M. D. Anderson Cancer Center , Houston, TX , USA.",NULL,NULL
"23996526","(23996526,1)","Department of Otorhinolaryngology, Saarland University Medical Center, Homburg/Saar, Germany.",NULL,NULL
"23996676","(23996676,1)","Department of Obstetrics and Gynecology, Rajavithi Hospital, College of Medicine, Rangsit University, Bangkok, Thailand.",NULL,NULL
"23996784","(23996784,1)","Department of Head and Neck Surgery, The University of Texas MD Anderson Cancer Center, Houston, Texas.",NULL,NULL
"23996808","(23996808,1)","Division of Endocrinology and Metabolism, Department of Internal Medicine, College of Medicine, Korea University, Seoul, Korea.",NULL,NULL
"23996913","(23996913,1)","Harvard Clinical Research Institute, Boston, Massachusetts.",NULL,NULL
"23998252","(23998252,1)","Division of Oncology, Department of Clinical and Experimental Medicine, Magna Graecia University , Catanzaro , Italy.",NULL,NULL
"24002824","(24002824,1)","Department of Gastroenterology and Hepatology, Albert Schweitzer hospital, Dordrecht, the Netherlands.",NULL,NULL
"24002931","(24002931,1)","Department of Internal Medicine II, University Hospital Freiburg, Freiburg, Germany; Spemann Graduate School of Biology and Medicine (SGBM), Albert-Ludwigs-University, Freiburg, Germany; Faculty of Biology, Albert-Ludwigs-University, Freiburg, Germany.",NULL,NULL
"24002947","(24002947,1)","Hans Popper Laboratory of Molecular Hepatology, Division of Gastroenterology and Hepatology, Department of Internal Medicine III, Medical University of Vienna, Vienna, Austria; Laboratory of Experimental and Molecular Hepatology, Division of Gastroenterology and Hepatology, Department of Internal Medicine, Medical University of Graz, Graz, Austria; Institute of Pathology, Medical University of Graz, Graz, Austria.",NULL,NULL
"24005989","(24005989,1)","State Key Laboratory of Cancer Biology and Xijing Hospital of Digestive Diseases, Fourth Military Medical University, Xi&apos;&apos;an Shaanxi Province, P.R. China; Department of Gastroenterology, Tongji Hospital of Tongji Medical College, Huazhong University of Science and Technology, Wuhan Hubei Province, P.R. China.",NULL,NULL
"24006277","(24006277,1)","Biostatistics Unit, Department of Health Sciences, University of Genoa, Genoa, Italy.",NULL,NULL
"24006290","(24006290,1)","Department of Obstetrics and Gynecology, Sant&apos;&apos;Orsola-Malpighi Hospital, University of Bologna, Italy.",NULL,NULL
